session_name,topic,practice_url,question_number,question,option_1,option_2,option_3
Fill in the blanks to convert the column order_id from string to integer using the double colon operator:,Snowflake,https://app.datacamp.com/learn/practice/p/4e01672a-a639-4b67-8f0c-15bb0f00b2c8,3,Fill in the blanks to convert the column order_id from string to integer using the double colon operator: SELECT order_id ?,FROM orders; ::INT ::DATE ::BOOLEAN ::VARCHAR Clear Keyboard Shortcuts List,,
"You notice that the app allows CSV uploads, but the charts do not update when you apply filters. What should you do next?",Theory,https://app.datacamp.com/learn/practice/p/0c13a2c8-5421-4117-86a2-d31298ebb4a8,1,"You notice that the app allows CSV uploads, but the charts do not update when you apply filters. What should you do next?",Ignore the issue since the upload works Refine your prompt to clarify the filtering requirement Share the app with your team immediately Keyboard Shortcuts List,,
"You notice that the app allows CSV uploads, but the charts do not update when you apply filters. What should you do next?",Theory,https://app.datacamp.com/learn/practice/p/0c13a2c8-5421-4117-86a2-d31298ebb4a8,2,"You notice that the app allows CSV uploads, but the charts do not update when you apply filters. What should you do next?",Ignore the issue since the upload works Refine your prompt to clarify the filtering requirement Share the app with your team immediately Keyboard Shortcuts List,,
"You notice that the app allows CSV uploads, but the charts do not update when you apply filters. What should you do next?",Theory,https://app.datacamp.com/learn/practice/p/0c13a2c8-5421-4117-86a2-d31298ebb4a8,3,"You notice that the app allows CSV uploads, but the charts do not update when you apply filters. What should you do next?",Ignore the issue since the upload works Refine your prompt to clarify the filtering requirement Share the app with your team immediately Keyboard Shortcuts List,,
"In a shell, you want a file teeth-only.txt containing just the Tooth names (2nd CSV column) from all seasonal CSVs, with the header line removed. Which commands will do that? Select all that apply.",Shell,https://app.datacamp.com/learn/practice/p/504f42c6-1e80-483c-9669-f1edff12791a,1,"In a shell, you want a file teeth-only.txt containing just the Tooth names (2nd CSV column) from all seasonal CSVs, with the header line removed. Which commands will do that? Select all that apply. Assume the files are in seasonal/ and are comma-separated with a header that includes the word Tooth. grep -v Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt grep Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt cut -d, -f2 seasonal/*.csv > teeth-only.txt | grep -v Tooth cut -d, -f2 seasonal/*.csv | grep -v Tooth > teeth-only.txt Keyboard Shortcuts List","In a shell, you want a file teeth-only.txt containing just the Tooth names (2nd CSV column) from all seasonal CSVs, with the header line removed. Which commands will do that? Select all that apply. Assume the files are in seasonal/ and are comma-separated with a header that includes the word Tooth. grep -v Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt grep Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt cut -d, -f2 seasonal/*.csv > teeth-only.txt | grep -v Tooth cut -d, -f2 seasonal/*.csv | grep -v Tooth > teeth-only.txt Keyboard Shortcuts List",,
"In a shell, you want a file teeth-only.txt containing just the Tooth names (2nd CSV column) from all seasonal CSVs, with the header line removed. Which commands will do that? Select all that apply.",Shell,https://app.datacamp.com/learn/practice/p/504f42c6-1e80-483c-9669-f1edff12791a,2,"In a shell, you want a file teeth-only.txt containing just the Tooth names (2nd CSV column) from all seasonal CSVs, with the header line removed. Which commands will do that? Select all that apply. Assume the files are in seasonal/ and are comma-separated with a header that includes the word Tooth. grep -v Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt grep Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt cut -d, -f2 seasonal/*.csv > teeth-only.txt | grep -v Tooth cut -d, -f2 seasonal/*.csv | grep -v Tooth > teeth-only.txt Keyboard Shortcuts List","In a shell, you want a file teeth-only.txt containing just the Tooth names (2nd CSV column) from all seasonal CSVs, with the header line removed. Which commands will do that? Select all that apply. Assume the files are in seasonal/ and are comma-separated with a header that includes the word Tooth. grep -v Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt grep Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt cut -d, -f2 seasonal/*.csv > teeth-only.txt | grep -v Tooth cut -d, -f2 seasonal/*.csv | grep -v Tooth > teeth-only.txt Keyboard Shortcuts List",,
"In a shell, you want a file teeth-only.txt containing just the Tooth names (2nd CSV column) from all seasonal CSVs, with the header line removed. Which commands will do that? Select all that apply.",Shell,https://app.datacamp.com/learn/practice/p/504f42c6-1e80-483c-9669-f1edff12791a,3,"In a shell, you want a file teeth-only.txt containing just the Tooth names (2nd CSV column) from all seasonal CSVs, with the header line removed. Which commands will do that? Select all that apply. Assume the files are in seasonal/ and are comma-separated with a header that includes the word Tooth. grep -v Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt grep Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt cut -d, -f2 seasonal/*.csv > teeth-only.txt | grep -v Tooth cut -d, -f2 seasonal/*.csv | grep -v Tooth > teeth-only.txt Keyboard Shortcuts List","In a shell, you want a file teeth-only.txt containing just the Tooth names (2nd CSV column) from all seasonal CSVs, with the header line removed. Which commands will do that? Select all that apply. Assume the files are in seasonal/ and are comma-separated with a header that includes the word Tooth. grep -v Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt grep Tooth seasonal/*.csv | cut -d, -f2 > teeth-only.txt cut -d, -f2 seasonal/*.csv > teeth-only.txt | grep -v Tooth cut -d, -f2 seasonal/*.csv | grep -v Tooth > teeth-only.txt Keyboard Shortcuts List",,
You'll analyze a sales CSV to find May leaders. Start by importing pandas.,Gemini,https://app.datacamp.com/learn/practice/p/78ccc297-8b4d-4e5e-a263-7f140b605da2,1,You'll analyze a sales CSV to find May leaders. Start by importing pandas. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas import pandas as pd,You'll analyze a sales CSV to find May leaders. Start by importing pandas. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas import pandas as pd,,
You'll analyze a sales CSV to find May leaders. Start by importing pandas.,Gemini,https://app.datacamp.com/learn/practice/p/78ccc297-8b4d-4e5e-a263-7f140b605da2,2,You'll analyze a sales CSV to find May leaders. Start by importing pandas. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas import pandas as pd,You'll analyze a sales CSV to find May leaders. Start by importing pandas. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas import pandas as pd,,
You'll analyze a sales CSV to find May leaders. Start by importing pandas.,Gemini,https://app.datacamp.com/learn/practice/p/78ccc297-8b4d-4e5e-a263-7f140b605da2,3,You'll analyze a sales CSV to find May leaders. Start by importing pandas. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas import pandas as pd,You'll analyze a sales CSV to find May leaders. Start by importing pandas. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas import pandas as pd,,
Report an issue,Python,https://practice.datacamp.com/p/601,1,Let's Practice Introduction to NumPy Get 5 Challenges Correct z No Time Limits Earn XP,Let's Practice Introduction to NumPy Get 5 Challenges Correct No Time Limits Earn XP,,
Introduction to NumPy,Python,https://practice.datacamp.com/p/601,2,"Complete the code to save a numpy array named rgb as a .npy file called rgb-array.npy . with ____(""rgb-array.npy"", ""wb"") as f: ____(f, rgb) open ; np.load load ; np.save open ; np.save write ; np.save","Complete the code to save numpy array named rgb as .npy file called rgb-array.npy with ____(""rgb-array.npy"", ""wb"") as f: ____(f, rgb)",open np.load,load np.save
Introduction to NumPy,Python,https://practice.datacamp.com/p/601,3,"Complete the code to save a numpy array named rgb as a .npy file called rgb-array.npy . with ____(""rgb-array.npy"", ""wb"") as f: ____(f, rgb) open ; np.load load ; np.save open ; np.save write ; np.save","Complete the code to save numpy array named rgb as .npy file called rgb-array.npy with ____(""rgb-array.npy"", ""wb"") as f: ____(f, rgb)",open np.load,load np.save
